pca1,pca2,rule_id,correct,split,true_label,pred_label,rule_correct,c_correct
1.9205833673477173,0.7576559782028198,0,True,train,69,69,True,True
0.1408870369195938,-0.45444241166114807,1,False,train,83,89,False,False
2.2007501125335693,-0.04027502238750458,0,True,train,25,25,True,True
1.8294113874435425,0.7553931474685669,0,True,train,85,85,True,True
1.0494850873947144,-0.6390417218208313,0,True,train,6,6,True,True
-2.4663195610046387,-0.14022883772850037,1,True,train,137,137,True,True
-2.4888856410980225,-0.5166526436805725,1,True,train,147,147,True,True
-2.480795383453369,1.6994919776916504,1,False,train,3,126,True,False
-2.862168073654175,-1.024773359298706,1,True,train,155,155,True,True
2.5700747966766357,0.5341620445251465,0,False,train,70,41,True,False
-1.4199774265289307,-1.4295083284378052,1,False,train,67,103,True,False
0.026462748646736145,1.780754566192627,0,True,train,59,59,True,True
-0.5077561736106873,0.08304734528064728,1,False,train,117,20,False,True
-2.480180025100708,-1.6221487522125244,1,True,train,132,132,True,True
0.48804357647895813,0.6350914835929871,0,False,train,89,0,True,False
2.1803085803985596,-0.7149011492729187,0,True,train,72,72,True,True
-0.8223053216934204,1.2484378814697266,0,True,train,32,32,True,True
-1.356665849685669,-1.2094863653182983,1,True,train,110,110,True,True
-2.6376097202301025,-0.5961936116218567,1,True,train,140,140,True,True
0.5095255374908447,1.2476632595062256,1,False,train,51,55,False,False
2.5635852813720703,-0.6143101453781128,0,True,train,96,96,True,True
-1.2213250398635864,-1.1995019912719727,0,False,train,95,151,False,False
-1.4002916812896729,1.0595591068267822,1,True,train,184,184,True,True
1.4761905670166016,-1.066914677619934,0,True,train,15,15,True,True
0.6058937311172485,2.2088873386383057,0,False,train,13,71,True,False
-1.7938941717147827,0.2962439954280853,1,True,train,142,142,True,True
2.3005735874176025,-2.019463539123535,0,True,train,88,88,True,True
-0.3637395203113556,3.392620801925659,1,False,train,129,57,False,False
0.871557354927063,2.1786580085754395,1,False,train,186,87,False,False
-0.982794463634491,1.0229417085647583,1,True,train,105,105,True,True
-1.4274797439575195,1.6034014225006104,1,True,train,184,184,True,True
-2.6914355754852295,-0.9535229802131653,1,True,train,193,193,True,True
-1.3905963897705078,0.06316115707159042,1,False,train,62,166,True,False
-0.4346209466457367,2.105766534805298,0,False,train,41,32,True,False
0.8739439845085144,-2.0297467708587646,0,True,train,15,15,True,True
-1.425905704498291,1.1608073711395264,1,True,train,40,137,True,True
-1.3288352489471436,1.9883724451065063,1,True,train,139,139,True,True
-1.4543150663375854,0.3200780153274536,1,False,train,110,176,True,False
-0.04839561507105827,-0.6099846959114075,0,False,train,141,55,True,False
1.808991551399231,-0.560407280921936,0,True,train,81,81,True,True
2.0248470306396484,1.8669040203094482,0,True,train,93,93,True,True
0.2384493499994278,-2.779775857925415,0,True,train,54,54,True,True
1.5610507726669312,-1.5927138328552246,1,False,train,159,3,False,False
-1.2667815685272217,0.4472788870334625,1,False,train,163,160,True,False
-0.09200793504714966,0.45330560207366943,0,False,train,78,48,True,False
2.755375862121582,-1.8103044033050537,0,False,train,16,13,True,False
-1.4678339958190918,0.49856266379356384,1,True,train,120,120,True,True
-1.1480021476745605,-2.921963691711426,1,True,train,134,134,True,True
-2.4575388431549072,1.5010840892791748,1,True,train,157,157,True,True
0.43679022789001465,1.7445306777954102,0,True,train,93,93,True,True
1.6339168548583984,-1.0992941856384277,0,True,train,51,51,True,True
-2.3288493156433105,3.2094550132751465,1,True,train,180,180,True,True
-0.7820863127708435,0.9851211309432983,1,False,train,158,61,False,True
-0.6453452110290527,-0.6587662696838379,0,False,train,35,53,True,False
1.1780881881713867,-0.8861836791038513,0,True,train,40,40,True,True
1.4944583177566528,2.2736713886260986,0,True,train,93,93,True,True
1.6782175302505493,-1.4446526765823364,0,True,train,44,44,True,True
1.5058263540267944,0.8764190077781677,0,True,train,51,51,True,True
1.463027834892273,0.07478856295347214,0,False,train,166,46,True,False
0.008535383269190788,-0.8642887473106384,1,False,train,112,43,False,False
0.15847226977348328,-0.3153547942638397,1,False,train,106,9,False,True
-2.3198862075805664,0.3070336878299713,1,True,train,148,148,True,True
2.567455768585205,2.064262866973877,0,True,train,89,89,True,True
0.10639074444770813,-1.7492046356201172,1,False,train,114,2,False,False
-2.687614679336548,-1.646569013595581,1,True,train,118,118,True,True
-1.8045583963394165,-0.676457405090332,0,False,train,6,140,False,False
-1.670161485671997,-2.457620859146118,1,True,train,185,185,True,True
-1.263694405555725,0.06759768724441528,0,False,train,77,153,False,False
-1.6150128841400146,0.5100283026695251,1,False,train,139,103,True,False
2.350682020187378,-1.661311388015747,0,True,train,48,48,True,True
-2.0342204570770264,2.330134391784668,1,True,train,120,120,True,True
1.081073522567749,-0.6512726545333862,1,False,train,176,79,False,True
0.4470175802707672,1.0613466501235962,1,False,train,116,19,False,True
-1.8023090362548828,-0.18633097410202026,0,False,train,17,120,False,False
0.9184271693229675,1.5099691152572632,0,True,train,32,32,True,True
1.467734932899475,-2.853902578353882,0,False,train,100,30,True,False
1.9148908853530884,0.9855659604072571,0,True,train,33,33,True,True
-0.41808706521987915,2.3838210105895996,1,False,train,187,90,False,True
1.6230709552764893,2.0713019371032715,0,True,train,91,91,True,True
0.5558608770370483,3.4670040607452393,1,False,train,139,57,False,False
2.425532102584839,1.389843225479126,0,True,train,89,89,True,True
-1.7517002820968628,0.2385713905096054,1,True,train,136,136,True,True
1.8230541944503784,1.4221792221069336,0,True,train,71,71,True,True
-0.3021606206893921,1.0509395599365234,1,False,train,165,68,False,True
3.0888638496398926,1.3302268981933594,0,False,train,25,80,True,False
1.2527496814727783,-1.541244626045227,0,False,train,82,26,True,False
-1.3065685033798218,-0.36186525225639343,1,True,train,118,118,True,True
-1.3905969858169556,0.3492279648780823,0,False,train,77,174,False,True
-1.689271330833435,-1.248308777809143,1,True,train,159,159,True,True
-3.536147356033325,-0.00659141456708312,1,True,train,150,150,True,True
0.55350661277771,1.019303798675537,0,False,train,92,52,True,False
-2.353677988052368,-0.0759580060839653,1,True,train,135,135,True,True
-2.7206790447235107,1.0184983015060425,1,True,train,97,97,True,True
1.9566338062286377,-0.9811355471611023,0,True,train,7,7,True,True
-2.4140827655792236,-0.5284349918365479,1,True,train,171,171,True,True
2.637197494506836,2.3299245834350586,0,True,train,84,84,True,True
1.2077765464782715,-1.3129243850708008,0,True,train,96,96,True,True
-0.8356179594993591,-0.12381207197904587,1,False,train,97,0,False,True
1.9345422983169556,-0.9237090349197388,0,True,train,96,96,True,True
-1.915539026260376,2.8319249153137207,1,True,train,177,177,True,True
-0.5888177156448364,0.10703194886445999,1,False,train,153,20,False,False
-1.8578944206237793,-0.7059530019760132,1,True,train,142,142,True,True
-1.0335190296173096,2.369640350341797,1,True,train,160,160,True,True
1.6233173608779907,-0.14040492475032806,0,False,train,76,19,True,False
3.0856332778930664,1.6158071756362915,0,True,train,85,85,True,True
-0.9415971636772156,-0.19903044402599335,1,False,train,99,153,True,False
-0.42213302850723267,1.2961019277572632,0,True,train,74,74,True,True
0.06261216104030609,-0.28932714462280273,0,False,train,46,26,True,False
2.8011114597320557,-1.6091350317001343,0,True,train,56,56,True,True
-1.8864496946334839,0.8188962936401367,1,True,train,139,139,True,True
2.376386880874634,0.09305350482463837,0,True,train,69,69,True,True
-2.84175968170166,0.20879748463630676,1,True,train,97,97,True,True
2.1415042877197266,-0.7900638580322266,0,True,train,58,58,True,True
1.6727269887924194,-0.35460448265075684,0,False,train,41,28,True,False
-2.2846360206604004,0.5881307125091553,1,True,train,188,188,True,True
-0.6782615780830383,-0.5740100145339966,0,True,train,96,96,True,True
-1.2050846815109253,3.266660451889038,1,True,train,154,154,True,True
1.8790746927261353,-0.2936688959598541,0,True,train,28,28,True,True
-1.4446654319763184,-0.3416217565536499,1,True,train,112,112,True,True
-0.18020834028720856,1.1647658348083496,0,False,train,23,33,True,False
0.7752133011817932,1.154783844947815,0,False,train,8,60,True,False
0.48029768466949463,-0.7079852223396301,0,False,train,24,41,True,False
-1.1775972843170166,-0.7136515974998474,1,True,train,122,122,True,True
1.5958013534545898,-0.058380886912345886,0,True,train,10,10,True,True
2.6523194313049316,-0.995607852935791,0,True,train,86,86,True,True
2.8696770668029785,2.199714183807373,0,True,train,42,42,True,True
-0.6104802489280701,1.8828155994415283,1,True,train,182,182,True,True
-3.8353688716888428,0.10304564982652664,1,True,train,188,188,True,True
1.264020323753357,-0.9496694803237915,0,True,train,81,81,True,True
-0.029087547212839127,-3.1117749214172363,1,False,train,132,35,False,True
-2.624507427215576,-1.0067121982574463,1,True,train,111,111,True,True
2.3491928577423096,-0.45195361971855164,0,True,train,56,56,True,True
2.360081195831299,0.24636967480182648,0,True,train,80,80,True,True
1.286038875579834,-1.6114602088928223,0,True,train,70,70,True,True
-1.4932074546813965,0.9513305425643921,0,False,train,40,188,False,False
-0.5723634362220764,-0.41491392254829407,0,False,train,40,6,True,False
1.9727157354354858,-1.3487602472305298,0,False,train,52,35,True,False
-2.1749086380004883,-2.6948282718658447,1,True,train,124,124,True,True
-1.168674111366272,1.2692044973373413,1,True,train,107,107,True,True
-3.226548671722412,1.07588791847229,1,True,train,150,150,True,True
